# k pk/ 
1.5064e+00 1.4367e+02
1.5125e+00 1.4242e+02
1.5186e+00 1.4075e+02
1.5248e+00 1.3915e+02
1.5309e+00 1.3776e+02
1.5370e+00 1.3601e+02
1.5432e+00 1.3420e+02
1.5493e+00 1.3297e+02
1.5554e+00 1.3185e+02
1.5616e+00 1.2994e+02
1.5677e+00 1.2900e+02
