# k pk/ 
9.6637e-01 7.2168e+02
9.7252e-01 7.1271e+02
9.7866e-01 7.0070e+02
9.8477e-01 6.9370e+02
9.9092e-01 6.8466e+02
9.9706e-01 6.7058e+02
1.0032e+00 6.6674e+02
1.0093e+00 6.5822e+02
1.0155e+00 6.4970e+02
1.0216e+00 6.3973e+02
1.0277e+00 6.3135e+02
1.0339e+00 6.2438e+02
1.0400e+00 6.1540e+02
1.0462e+00 6.0642e+02
1.0523e+00 5.9553e+02
1.0584e+00 5.9241e+02
1.0646e+00 5.8164e+02
1.0707e+00 5.7677e+02
1.0768e+00 5.6714e+02
1.0830e+00 5.5817e+02
1.0891e+00 5.5205e+02
1.0952e+00 5.4357e+02
1.1014e+00 5.3637e+02
1.1075e+00 5.3044e+02
1.1136e+00 5.2117e+02
1.1198e+00 5.1642e+02
1.1259e+00 5.0697e+02
1.1321e+00 5.0023e+02
1.1382e+00 4.9433e+02
1.1443e+00 4.8524e+02
1.1505e+00 4.7995e+02
1.1566e+00 4.7401e+02
1.1627e+00 4.6595e+02
1.1689e+00 4.6099e+02
1.1750e+00 4.5330e+02
1.1811e+00 4.4718e+02
1.1873e+00 4.3956e+02
1.1934e+00 4.3302e+02
1.1996e+00 4.2928e+02
1.2057e+00 4.2179e+02
1.2118e+00 4.1551e+02
1.2180e+00 4.1014e+02
1.2241e+00 4.0422e+02
1.2302e+00 3.9590e+02
1.2364e+00 3.9243e+02
1.2425e+00 3.8435e+02
1.2486e+00 3.8088e+02
1.2548e+00 3.7286e+02
1.2609e+00 3.7019e+02
1.2671e+00 3.6719e+02
1.2732e+00 3.5823e+02
1.2793e+00 3.5511e+02
1.2855e+00 3.4901e+02
1.2916e+00 3.4333e+02
1.2977e+00 3.3865e+02
1.3039e+00 3.3360e+02
1.3100e+00 3.2962e+02
1.3161e+00 3.2556e+02
1.3223e+00 3.2065e+02
1.3284e+00 3.1568e+02
1.3345e+00 3.1030e+02
1.3407e+00 3.0721e+02
1.3468e+00 3.0045e+02
1.3529e+00 2.9763e+02
1.3591e+00 2.9338e+02
1.3652e+00 2.8836e+02
1.3714e+00 2.8505e+02
1.3775e+00 2.7989e+02
1.3836e+00 2.7754e+02
1.3898e+00 2.7349e+02
1.3959e+00 2.6983e+02
1.4020e+00 2.6545e+02
1.4082e+00 2.6177e+02
1.4143e+00 2.5857e+02
1.4205e+00 2.5428e+02
1.4266e+00 2.5117e+02
1.4327e+00 2.4777e+02
1.4389e+00 2.4447e+02
1.4450e+00 2.4150e+02
1.4511e+00 2.3718e+02
1.4573e+00 2.3402e+02
1.4634e+00 2.3171e+02
1.4695e+00 2.2817e+02
1.4757e+00 2.2608e+02
1.4818e+00 2.2224e+02
1.4879e+00 2.2041e+02
1.4941e+00 2.1599e+02
1.5002e+00 2.1399e+02
1.5064e+00 2.1191e+02
1.5125e+00 2.0870e+02
1.5186e+00 2.0531e+02
1.5248e+00 2.0304e+02
1.5309e+00 2.0076e+02
1.5370e+00 1.9797e+02
1.5432e+00 1.9588e+02
1.5493e+00 1.9301e+02
1.5554e+00 1.9194e+02
1.5616e+00 1.8878e+02
1.5677e+00 1.8698e+02
