# k pk/ 
5.7368e-01 1.2878e+04
5.7982e-01 1.2844e+04
5.8594e-01 1.2649e+04
5.9206e-01 1.2624e+04
5.9819e-01 1.2574e+04
6.0437e-01 1.2519e+04
6.1051e-01 1.2455e+04
6.1661e-01 1.2362e+04
6.2276e-01 1.2236e+04
6.2889e-01 1.2171e+04
6.3503e-01 1.2112e+04
6.4119e-01 1.2047e+04
6.4732e-01 1.1966e+04
6.5344e-01 1.1908e+04
6.5958e-01 1.1827e+04
6.6571e-01 1.1753e+04
6.7184e-01 1.1640e+04
6.7798e-01 1.1599e+04
6.8410e-01 1.1543e+04
6.9025e-01 1.1503e+04
6.9639e-01 1.1340e+04
7.0254e-01 1.1315e+04
7.0869e-01 1.1373e+04
7.1481e-01 1.1113e+04
7.2095e-01 1.1107e+04
7.2708e-01 1.0977e+04
7.3319e-01 1.0911e+04
7.3934e-01 1.0851e+04
7.4549e-01 1.0797e+04
7.5162e-01 1.0768e+04
7.5776e-01 1.0728e+04
7.6390e-01 1.0589e+04
7.7006e-01 1.0557e+04
7.7618e-01 1.0476e+04
7.8228e-01 1.0270e+04
7.8841e-01 1.0250e+04
7.9456e-01 1.0247e+04
8.0071e-01 1.0188e+04
8.0684e-01 1.0071e+04
8.1299e-01 1.0019e+04
8.1915e-01 9.9387e+03
8.2526e-01 9.8296e+03
8.3138e-01 9.7782e+03
8.3753e-01 9.7428e+03
8.4366e-01 9.6362e+03
8.4979e-01 9.5927e+03
8.5592e-01 9.5015e+03
8.6206e-01 9.4069e+03
8.6820e-01 9.4436e+03
8.7433e-01 9.3439e+03
8.8047e-01 9.2716e+03
8.8661e-01 9.2390e+03
8.9275e-01 9.1156e+03
8.9891e-01 9.0512e+03
9.0504e-01 8.9903e+03
9.1117e-01 8.9247e+03
9.1731e-01 8.8660e+03
9.2344e-01 8.8129e+03
9.2956e-01 8.7159e+03
9.3569e-01 8.6441e+03
9.4184e-01 8.5649e+03
9.4799e-01 8.5491e+03
9.5411e-01 8.4936e+03
9.6024e-01 8.3835e+03
9.6637e-01 8.3642e+03
9.7252e-01 8.2985e+03
9.7866e-01 8.2027e+03
9.8477e-01 8.1536e+03
9.9092e-01 8.1209e+03
9.9706e-01 8.0244e+03
1.0032e+00 7.9739e+03
1.0093e+00 7.9082e+03
1.0155e+00 7.8657e+03
1.0216e+00 7.8037e+03
1.0277e+00 7.7353e+03
1.0339e+00 7.6808e+03
1.0400e+00 7.6044e+03
1.0462e+00 7.5423e+03
1.0523e+00 7.4689e+03
1.0584e+00 7.4378e+03
1.0646e+00 7.3815e+03
1.0707e+00 7.3381e+03
1.0768e+00 7.2588e+03
1.0830e+00 7.2041e+03
1.0891e+00 7.1402e+03
1.0952e+00 7.0730e+03
1.1014e+00 7.0309e+03
1.1075e+00 6.9836e+03
1.1136e+00 6.8977e+03
1.1198e+00 6.8733e+03
1.1259e+00 6.8007e+03
1.1321e+00 6.7618e+03
1.1382e+00 6.6864e+03
1.1443e+00 6.6246e+03
1.1505e+00 6.5953e+03
1.1566e+00 6.5338e+03
1.1627e+00 6.4672e+03
1.1689e+00 6.4264e+03
1.1750e+00 6.3603e+03
1.1811e+00 6.3144e+03
1.1873e+00 6.2615e+03
1.1934e+00 6.2009e+03
1.1996e+00 6.1630e+03
1.2057e+00 6.1165e+03
1.2118e+00 6.0455e+03
1.2180e+00 6.0036e+03
1.2241e+00 5.9393e+03
1.2302e+00 5.8728e+03
1.2364e+00 5.8407e+03
1.2425e+00 5.7833e+03
1.2486e+00 5.7431e+03
1.2548e+00 5.6704e+03
1.2609e+00 5.6500e+03
1.2671e+00 5.6203e+03
1.2732e+00 5.5497e+03
1.2793e+00 5.5119e+03
1.2855e+00 5.4599e+03
1.2916e+00 5.4090e+03
1.2977e+00 5.3568e+03
1.3039e+00 5.3107e+03
1.3100e+00 5.2821e+03
1.3161e+00 5.2436e+03
1.3223e+00 5.2014e+03
1.3284e+00 5.1499e+03
1.3345e+00 5.0955e+03
1.3407e+00 5.0683e+03
1.3468e+00 4.9966e+03
1.3529e+00 4.9687e+03
1.3591e+00 4.9298e+03
1.3652e+00 4.8732e+03
1.3714e+00 4.8424e+03
1.3775e+00 4.7914e+03
1.3836e+00 4.7648e+03
1.3898e+00 4.7238e+03
1.3959e+00 4.6988e+03
1.4020e+00 4.6583e+03
1.4082e+00 4.6134e+03
1.4143e+00 4.5732e+03
1.4205e+00 4.5330e+03
1.4266e+00 4.5081e+03
1.4327e+00 4.4626e+03
1.4389e+00 4.4282e+03
1.4450e+00 4.4070e+03
1.4511e+00 4.3609e+03
1.4573e+00 4.3250e+03
1.4634e+00 4.2916e+03
1.4695e+00 4.2610e+03
1.4757e+00 4.2290e+03
1.4818e+00 4.2003e+03
1.4879e+00 4.1789e+03
1.4941e+00 4.1279e+03
1.5002e+00 4.0989e+03
1.5064e+00 4.0831e+03
1.5125e+00 4.0444e+03
1.5186e+00 3.9966e+03
1.5248e+00 3.9829e+03
1.5309e+00 3.9569e+03
1.5370e+00 3.9163e+03
1.5432e+00 3.8980e+03
1.5493e+00 3.8618e+03
1.5554e+00 3.8497e+03
1.5616e+00 3.8140e+03
1.5677e+00 3.7883e+03
